"data_tier_desc","column_index","column_name","analyte_name","analyte_abbrev","analyte_code","analyte_type","analyte_data_type","analyte_format","uom_abbrev","analyte_desc","calc_size_frac"
"Andic Soil Properties Tier 2",18,"bsesat_cec","Base Saturation, NH4OAc, pH 7.0, CECd-Set 11","bsesat_cecd11","BSSBas_d-14_M","derived_analyte","I","3","%","NH4OAC base saturation (pH 7.0) is calculated by (BASE_SUM/CEC_NH4)*100.",
"CEC and Bases",17,"bsesat","Base Saturation, NH4OAc, pH 7.0, CECd-Set 10","bsesat_cecd10","BSSBas_d-13_S","derived_analyte","I","3","%","NH4OAC base saturation (pH 7.0) is calculated by (BASE_SUM/CEC_NH4)*100.",
"Taxonomy Tier 2",11,"bsesat_cec","Base Saturation, NH4OAc, pH 7.0, CECd-Set 10","bsesat_cecd10","BSSBas_d-13_S","derived_analyte","I","3","%","NH4OAC base saturation (pH 7.0) is calculated by (BASE_SUM/CEC_NH4)*100.","<2 mm"
"Andic Soil Properties Tier 2",18,"bsesat_cec","Base Saturation, NH4OAc, pH 7.0, CECd-Set 10","bsesat_cecd10","BSSBas_d-13_S","derived_analyte","I","3","%","NH4OAC base saturation (pH 7.0) is calculated by (BASE_SUM/CEC_NH4)*100.",
"Salt",22,"na_exch","Exchangeable Sodium Percentage, SI-Set 4, CECd-Set 4","na_exch_sat4_cecd4","ESPsat_d-17_S","derived_analyte","F","3","%","This is the exchangeable sodium percentage (ESP), reported on a <2 mm base. If salts are present, ESP has been corrected for the water soluble Na.","<2 mm"
"Taxonomy Tier 2",19,"na_exch_sat_cec","Exchangeable Sodium Percentage, SI-Set 4, CECd-Set 4","na_exch_sat4_cecd4","ESPsat_d-17_S","derived_analyte","F","3","%","This is the exchangeable sodium percentage (ESP), reported on a <2 mm base. If salts are present, ESP has been corrected for the water soluble Na.","<2 mm"
"Salt",22,"na_exch","Exchangeable Sodium Percentage, SI-Set 1, CECd-Set 4","na_exch_sat1_cecd4","ESPsat_d-7_S","derived_analyte","F","3","%","This is the exchangeable sodium percentage (ESP), reported on a <2 mm base. If salts are present, ESP has been corrected for the water soluble Na.","<2 mm"
"Taxonomy Tier 2",19,"na_exch_sat_cec","Exchangeable Sodium Percentage, SI-Set 1, CECd-Set 4","na_exch_sat1_cecd4","ESPsat_d-7_S","derived_analyte","F","3","%","This is the exchangeable sodium percentage (ESP), reported on a <2 mm base. If salts are present, ESP has been corrected for the water soluble Na.","<2 mm"
"Salt",22,"na_exch","Exchangeable Sodium Percentage No Sat, CECd-Set 4","na_exch_nosat_cecd4","ESPnsa_d-7_S","derived_analyte","F","3","%","This is the exchangeable sodium percentage (ESP), reported on a <2 mm base. Calculated when saturated paste was not run.","<2 mm"
"Mineralogy x-ray",60,"HVxray","Hydroxy-Interlayered Vermiculite, x-ray","min_HV_x-ray","HVxray","aggregate analyte","C","4","peak_size","to be added",
"Mineralogy mica adjustment",109,"FK_mica","Potassium Feldspar, mica_adjustment","min_FK_mica_adj","FK_mica","derived_analyte","I","3","%","to be added",
"Mineralogy mica adjustment",108,"PN_mica","Pollen, mica_adjustment","min_PN_mica_adj","PN_mica","derived_analyte","I","3","%","to be added",
"Mineralogy mica adjustment",107,"PJ_mica","Plumbojarosite, mica_adjustment","min_PJ_mica_adj","PJ_mica","derived_analyte","I","3","%","to be added",
"Mineralogy mica adjustment",106,"PO_mica","Plant Opal, mica_adjustment","min_PO_mica_adj","PO_mica","derived_analyte","I","3","%","to be added",
"Mineralogy mica adjustment",105,"FP_mica","Plagioclase Feldspar, mica_adjustment","min_FP_mica_adj","FP_mica","derived_analyte","I","3","%","to be added",
"Mineralogy mica adjustment",104,"PD_mica","Piemontite, mica_adjustment","min_PD_mica_adj","PD_mica","derived_analyte","I","3","%","to be added",
"Mineralogy mica adjustment",103,"PL_mica","Phlogopite, mica_adjustment","min_PL_mica_adj","PL_mica","derived_analyte","I","3","%","to be added",
"Mineralogy mica adjustment",102,"PK_mica","Perovskite, mica_adjustment","min_PK_mica_adj","PK_mica","derived_analyte","I","3","%","to be added",
"Mineralogy mica adjustment",101,"OT_mica","Other, mica_adjustment","min_OT_mica_adj","OT_mica","derived_analyte","I","3","%","to be added",
"Mineralogy mica adjustment",100,"OW_mica","Other Weatherable Minerals, mica_adjustment","min_OW_mica_adj","OW_mica","derived_analyte","I","3","%","to be added",
"Mineralogy mica adjustment",99,"OR_mica","Other Resistant Minerals, mica_adjustment","min_OR_mica_adj","OR_mica","derived_analyte","I","3","%","to be added",
"Mineralogy mica adjustment",98,"FR_mica","Orthoclase, mica_adjustment","min_FR_mica_adj","FR_mica","derived_analyte","I","3","%","to be added",
"Mineralogy mica adjustment",97,"OP_mica","Opaques, mica_adjustment","min_OP_mica_adj","OP_mica","derived_analyte","I","3","%","to be added",
"Mineralogy mica adjustment",96,"OV_mica","Olivine, mica_adjustment","min_OV_mica_adj","OV_mica","derived_analyte","I","3","%","to be added",
"Mineralogy mica adjustment",95,"FO_mica","Oligoclase, mica_adjustment","min_FO_mica_adj","FO_mica","derived_analyte","I","3","%","to be added",
"Bulk Density and Moisture",15,"cec7_cly","Ratio, CEC NH4OAc/Clay, <2mm, CMS derived value default, standard prep","CEC7_CLY","cec7cl_d-0_S","derived_analyte","F","5.2","(NA)","This ratio is calculated by CEC_NH4/Clay. It provides an index to clay activity, and allows inferences about clay mineralogy, the contribution of clay to the exchange capacity, and solution chemistry to be made.",
"Supplementary Tier 3",20,"cec7_cly","Ratio, CEC NH4OAc/Clay, <2mm, CMS derived value default, standard prep","CEC7_CLY","cec7cl_d-0_S","derived_analyte","F","5.2","(NA)","This ratio is calculated by CEC_NH4/Clay. It provides an index to clay activity, and allows inferences about clay mineralogy, the contribution of clay to the exchange capacity, and solution chemistry to be made.","<2 mm"
"Taxonomy Tier 2",15,"cec7_cly_cec","Ratio, CEC NH4OAc/Clay, <2mm, CMS derived value default, standard prep","CEC7_CLY","cec7cl_d-0_S","derived_analyte","F","5.2","(NA)","This ratio is calculated by CEC_NH4/Clay. It provides an index to clay activity, and allows inferences about clay mineralogy, the contribution of clay to the exchange capacity, and solution chemistry to be made.",
"CEC and Bases",12,"cec_sum","Cation Exchange Capacity, Sum of Cations, CMS default, standard prep","CEC_SUM","CECsum_d-0_S","derived_analyte","F","4.1","cmol(+)/kg","This is the calculated CEC at pH 8.2. It is calculated by (BASE_SUM+ACID_TEA). It is reported as meq per 100 grams sample on a <2 mm base. CMS derived value default",
"Geochemistry Tier 2",9,"base_sum_cec","Cation Exchange Capacity, Sum of Cations, CMS default, standard prep","CEC_SUM","CECsum_d-0_S","derived_analyte","F","4.1","cmol(+)/kg","This is the calculated CEC at pH 8.2. It is calculated by (BASE_SUM+ACID_TEA). It is reported as meq per 100 grams sample on a <2 mm base. CMS derived value default",
"CEC and Bases",17,"bsesat","Base Saturation, NH4OAc, pH 7.0, CMS derived value default, standard prep","BSESAT","BSSBas_d-0_S","derived_analyte","I","3","%","NH4OAC base saturation (pH 7.0) is calculated by (BASE_SUM/CEC_NH4)*100.. CMS derived value default",
"Taxonomy Tier 2",11,"bsesat_cec","Base Saturation, NH4OAc, pH 7.0, CMS derived value default, standard prep","BSESAT","BSSBas_d-0_S","derived_analyte","I","3","%","NH4OAC base saturation (pH 7.0) is calculated by (BASE_SUM/CEC_NH4)*100.. CMS derived value default",
"Geochemistry Tier 2",10,"bsesat","Base Saturation, NH4OAc, pH 7.0, CMS derived value default, standard prep","BSESAT","BSSBas_d-0_S","derived_analyte","I","3","%","NH4OAC base saturation (pH 7.0) is calculated by (BASE_SUM/CEC_NH4)*100.. CMS derived value default",
"CEC and Bases",16,"bsecat","Base Saturation, Sum of Cations, pH 8.2, CMS default, standard prep","BSECAT","BSSCat_d-0_S","derived_analyte","F","3","%","Base saturation by sum of cations (pH 8.2) is calculated by (BASE_SUM/CEC_SUM)*100. CMS derived value default",
"Taxonomy Tier 2",12,"bsecat_cec","Base Saturation, Sum of Cations, pH 8.2, CMS default, standard prep","BSECAT","BSSCat_d-0_S","derived_analyte","F","3","%","Base saturation by sum of cations (pH 8.2) is calculated by (BASE_SUM/CEC_SUM)*100. CMS derived value default",
"CEC and Bases",8,"base_sum_cec","Sum of NH4OAc Extractable Bases, CMS derived value default, standard prep","BASE_SUM","cecsb_d-0_S","derived_analyte","F","4.1","cmol(+)/kg","The sum of NH4OAC extractable bases is calculated as (CA_NH4+MG_NH4+NA_NH4+K_NH4). It is reported as meq per 100 grams on a <2 mm base. CMS derived value default",
"CEC and Bases",15,"al_sat","Aluminum Saturation, CMS derived value default, standard prep","AL_SAT","AlSat_d-0_S","derived_analyte","F","3","%","Aluminum saturation is calculated by (AL_KCL/(Sum of bases))*100. It provides some inference of potential Al toxicity problems, although many other factors influence Al toxicity.CMS derived value default",
"Taxonomy Tier 2",17,"al_sat_cec","Aluminum Saturation, CMS derived value default, standard prep","AL_SAT","AlSat_d-0_S","derived_analyte","F","3","%","Aluminum saturation is calculated by (AL_KCL/(Sum of bases))*100. It provides some inference of potential Al toxicity problems, although many other factors influence Al toxicity.CMS derived value default",
"Miscellaneous Data",14,"sdmcvc","Sand, Medium + Coarse + Very Coarse","sand_mcvc","Sdmcvc","aggregate analyte","F","4.1","% wt","CMS analyte. Medium + coarse + ver coarse sand is the soil separate with 0.25 to 2 mm particle diameter. It is reported as a gravimetric percent on a <2 mm base.",
"CEC and Bases",15,"al_sat","Aluminum Saturation, CECd-Set 13","al_sat_cecd13","AlSat_d-19_N","derived_analyte","I","3","%","Aluminum saturation is calculated by (AL_KCL/(Sum of bases))*100. It provides some inference of potential Al toxicity problems, although many other factors influence Al toxicity.",
"Taxonomy Tier 2",17,"al_sat_cec","Aluminum Saturation, CECd-Set 13","al_sat_cecd13","AlSat_d-19_N","derived_analyte","I","3","%","Aluminum saturation is calculated by (AL_KCL/(Sum of bases))*100. It provides some inference of potential Al toxicity problems, although many other factors influence Al toxicity.","<2 mm"
"CEC and Bases",15,"al_sat","Aluminum Saturation, CECd-Set 12","al_sat_cecd12","AlSat_d-18_N","derived_analyte","I","3","%","Aluminum saturation is calculated by (AL_KCL/(Sum of bases))*100. It provides some inference of potential Al toxicity problems, although many other factors influence Al toxicity.",
"Taxonomy Tier 2",17,"al_sat_cec","Aluminum Saturation, CECd-Set 12","al_sat_cecd12","AlSat_d-18_N","derived_analyte","I","3","%","Aluminum saturation is calculated by (AL_KCL/(Sum of bases))*100. It provides some inference of potential Al toxicity problems, although many other factors influence Al toxicity.","<2 mm"
"CEC and Bases",15,"al_sat","Aluminum Saturation, CECd-Set 11","al_sat_cecd11","AlSat_d-17_M","derived_analyte","I","3","%","Aluminum saturation is calculated by (AL_KCL/(Sum of bases))*100. It provides some inference of potential Al toxicity problems, although many other factors influence Al toxicity.",
"Taxonomy Tier 2",17,"al_sat_cec","Aluminum Saturation, CECd-Set 11","al_sat_cecd11","AlSat_d-17_M","derived_analyte","I","3","%","Aluminum saturation is calculated by (AL_KCL/(Sum of bases))*100. It provides some inference of potential Al toxicity problems, although many other factors influence Al toxicity.","<2 mm"
"CEC and Bases",15,"al_sat","Aluminum Saturation, CECd-Set 10","al_sat_cecd10","AlSat_d-16_M","derived_analyte","I","3","%","Aluminum saturation is calculated by (AL_KCL/(Sum of bases))*100. It provides some inference of potential Al toxicity problems, although many other factors influence Al toxicity.",
"Taxonomy Tier 2",17,"al_sat_cec","Aluminum Saturation, CECd-Set 10","al_sat_cecd10","AlSat_d-16_M","derived_analyte","I","3","%","Aluminum saturation is calculated by (AL_KCL/(Sum of bases))*100. It provides some inference of potential Al toxicity problems, although many other factors influence Al toxicity.","<2 mm"
"CEC and Bases",15,"al_sat","Aluminum Saturation, CECd-Set 9","al_sat_cecd9","AlSat_d-15_GP","derived_analyte","I","3","%","Aluminum saturation is calculated by (AL_KCL/(Sum of bases))*100. It provides some inference of potential Al toxicity problems, although many other factors influence Al toxicity.",
"Taxonomy Tier 2",17,"al_sat_cec","Aluminum Saturation, CECd-Set 9","al_sat_cecd9","AlSat_d-15_GP","derived_analyte","I","3","%","Aluminum saturation is calculated by (AL_KCL/(Sum of bases))*100. It provides some inference of potential Al toxicity problems, although many other factors influence Al toxicity.","<2 mm"
"CEC and Bases",15,"al_sat","Aluminum Saturation, CECd-Set 8","al_sat_cecd8","AlSat_d-14_GP","derived_analyte","I","3","%","Aluminum saturation is calculated by (AL_KCL/(Sum of bases))*100. It provides some inference of potential Al toxicity problems, although many other factors influence Al toxicity.",
"Taxonomy Tier 2",17,"al_sat_cec","Aluminum Saturation, CECd-Set 8","al_sat_cecd8","AlSat_d-14_GP","derived_analyte","I","3","%","Aluminum saturation is calculated by (AL_KCL/(Sum of bases))*100. It provides some inference of potential Al toxicity problems, although many other factors influence Al toxicity.","<2 mm"
"CEC and Bases",14,"base_al","Cation Exchange Capacity, Effective, CECd-Set 19","ecec_cecd19","ECEC_d-25_S","derived_analyte","F","4.1","meq/100g","The effective cation exchange capacity is calculated by BASE_SUM+AL_KCL. It is not calculated if soluble salts are present. It is reported as meq per 100 grams on a <2 mm base.",
"Taxonomy Tier 2",14,"ecec_cec","Cation Exchange Capacity, Effective, CECd-Set 19","ecec_cecd19","ECEC_d-25_S","derived_analyte","F","4.1","meq/100g","The effective cation exchange capacity is calculated by BASE_SUM+AL_KCL. It is not calculated if soluble salts are present. It is reported as meq per 100 grams on a <2 mm base.","<2 mm"
"Andic Soil Properties Tier 2",17,"ecec_cec","Cation Exchange Capacity, Effective, CECd-Set 19","ecec_cecd19","ECEC_d-25_S","derived_analyte","F","4.1","meq/100g","The effective cation exchange capacity is calculated by BASE_SUM+AL_KCL. It is not calculated if soluble salts are present. It is reported as meq per 100 grams on a <2 mm base.",
"CEC and Bases",14,"base_al","Cation Exchange Capacity, Effective, CECd-Set 18","ecec_cecd18","ECEC_d-24_S","derived_analyte","F","4.1","meq/100g","The effective cation exchange capacity is calculated by BASE_SUM+AL_KCL. It is not calculated if soluble salts are present. It is reported as meq per 100 grams on a <2 mm base.",
"Andic Soil Properties Tier 2",10,"al_fe_ox","Aluminum plus half Iron Oxalate, M Prep, Inst Set 2","al_fe_ox2","Alfeox_d-2_M","derived_analyte","F","5.2","% wt","The extractable aluminum is added to half of the amount of extractable iron in an ammonium oxalate solution.",
"Carbon and Extractions",12,"al_fe_ox","Aluminum plus half Iron Oxalate, M Prep, Inst Set 1","al_fe_ox1","Alfeox_d-1_M","derived_analyte","F","5.2","% wt","The extractable aluminum is added to half of the amount of extractable iron in an ammonium oxalate solution.","<2 mm"
"Taxonomy Tier 2",8,"al_fe_ox","Aluminum plus half Iron Oxalate, M Prep, Inst Set 1","al_fe_ox1","Alfeox_d-1_M","derived_analyte","F","5.2","% wt","The extractable aluminum is added to half of the amount of extractable iron in an ammonium oxalate solution.","<2 mm"
"Andic Soil Properties Tier 2",10,"al_fe_ox","Aluminum plus half Iron Oxalate, M Prep, Inst Set 1","al_fe_ox1","Alfeox_d-1_M","derived_analyte","F","5.2","% wt","The extractable aluminum is added to half of the amount of extractable iron in an ammonium oxalate solution.",
"Carbon and Extractions",12,"al_fe_ox","Aluminum plus half Iron Oxalate, S Prep, Inst Set 2","al_fe_ox2","Alfeox_d-2_S","derived_analyte","F","5.2","% wt","The extractable aluminum is added to half of the amount of extractable iron in an ammonium oxalate solution.","<2 mm"
"Taxonomy Tier 2",8,"al_fe_ox","Aluminum plus half Iron Oxalate, S Prep, Inst Set 2","al_fe_ox2","Alfeox_d-2_S","derived_analyte","F","5.2","% wt","The extractable aluminum is added to half of the amount of extractable iron in an ammonium oxalate solution.","<2 mm"
"Andic Soil Properties Tier 2",10,"al_fe_ox","Aluminum plus half Iron Oxalate, S Prep, Inst Set 2","al_fe_ox2","Alfeox_d-2_S","derived_analyte","F","5.2","% wt","The extractable aluminum is added to half of the amount of extractable iron in an ammonium oxalate solution.",
"Carbon and Extractions",12,"al_fe_ox","Aluminum plus half Iron Oxalate, S Prep, Inst Set 1","al_fe_ox1","Alfeox_d-1_S","derived_analyte","F","5.2","% wt","The extractable aluminum is added to half of the amount of extractable iron in an ammonium oxalate solution.","<2 mm"
